PLAYER_ID,DRAFT_YEAR,MODEL_MPG,MODEL_PPG,MODEL_RPG,MODEL_APG,MODEL_TS_PCT,MODEL_USG_PCT,SOURCE
1628960,2018,19.70386473429952,8.048540979064985,2.250343000935801,2.655926000800818,0.5437982316524014,0.15405417668754634,NCAA
1628963,2018,19.70386473429952,9.234703713752289,5.655924724304898,1.1602143743718498,0.5689796951887375,0.1741758377891735,NCAA
1628964,2018,19.70386473429952,7.374056286791813,5.35416431843675,0.6777267529431505,0.5475754511828518,0.1560663427977091,NCAA
1628966,2018,19.70386473429952,8.978864692545223,4.578208989061512,1.2084631365147198,0.540021012121951,0.18946830022641015,NCAA
1628969,2018,19.70386473429952,8.467186650131092,3.112515589130509,1.3532094229433296,0.5731766057781269,0.16411500723835992,NCAA
1628970,2018,19.70386473429952,8.327638093109057,3.845362289096011,1.787448282229159,0.5366634836504395,0.17940746967559656,NCAA
1628971,2018,19.70386473429952,7.025184894236723,3.888470918505746,2.3664334279435986,0.5030881989353247,0.15445660990957888,NCAA
1628972,2018,19.70386473429952,7.001926801399717,3.500493253818128,1.9804433308006388,0.5215546055286379,0.1560663427977091,NCAA
1628973,2018,19.70386473429952,8.769541857012168,2.121017112706595,2.655926000800818,0.5647827845993482,0.17699287034340133,NCAA
1628975,2018,19.70386473429952,8.420670464457078,2.8538638126720968,3.620901243658216,0.5286893535305998,0.16974907234681552,NCAA
1628976,2018,19.70386473429952,7.513604843813848,4.750643506700454,1.4014581850861996,0.5618449471867756,0.1617004079061647,NCAA
1628977,2018,19.70386473429952,6.676313501681634,2.293451630345537,1.01546808794324,0.5110623290551645,0.16049310824006705,NCAA
1628978,2018,19.70386473429952,7.490346750976842,2.896972442081832,2.125189617229249,0.5530314349490579,0.16089554146209958,NCAA
1628980,2018,19.70386473429952,7.350798193954807,2.8538638126720968,1.9321945686577688,0.5249121340001494,0.16089554146209958,NCAA
1628983,2018,19.70386473429952,7.815960050694926,2.6383206656234197,2.9454185736580376,0.540021012121951,0.16129797468413215,NCAA
1628984,2018,19.70386473429952,8.397412371620074,2.552103406803949,3.862145054372566,0.5379225568272563,0.16652960657055518,NCAA
1628988,2018,19.70386473429952,9.095155156730254,2.422777518574743,3.234911146515257,0.5542905081258748,0.1777977367874664,NCAA
1628989,2018,19.70386473429952,7.815960050694926,2.983189700901303,2.0769408550863786,0.5668812398940428,0.1572736424638067,NCAA
1628990,2018,19.70386473429952,9.234703713752289,4.060905436144688,2.1734383793721186,0.5463163780060349,0.20355346299754914,NCAA
1628991,2018,19.70386473429952,6.9786687085627115,3.3711673655889216,0.9672193258003702,0.5727569147191879,0.16572474012649008,NCAA
1628995,2018,19.70386473429952,8.002024793390973,3.112515589130509,1.11196561222898,0.533725646237867,0.17015150556884806,NCAA
